0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
-1.0841702867981715,-0.207485924285685,0.5570129733894883,-0.1044791586640065,-1.366649586832089,-0.9293773405042336,-0.2726865335974997,0.1428571428571428,0.2000000000000001,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
-1.253647762126201,-0.0127377132912255,-2.234505910281143,1.056791382229296,1.20860860798845,-0.13440173444869,1.4511150477297414,0.1428571428571428,2.1999999999999997,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
-0.4101121462889646,-0.9864787682635234,-0.5802724977355835,-0.1044791586640065,0.2239510629100085,-0.0460711115536296,-0.6447367162634657,0.4285714285714285,-0.2000000000000001,-0.1111111111111112,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
-0.987876266725428,-0.1295866398879012,0.3502337968212935,-0.7818869741850998,0.2239510629100085,0.8372351173969741,-0.8801457672184495,0.0,-0.4000000000000003,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
0.5451245328326546,-0.5969823462746042,0.7637921499576833,0.4761561117826448,-0.8364493702513899,0.0422595113414307,-0.7671469133361994,-1.0,1.0,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
2.34389682779151,0.3767587086976935,0.7637921499576833,0.7664737470059705,0.5269226152418367,0.2189207571315514,-0.1090941814148832,-0.2857142857142857,0.7999999999999998,0.1111111111111109,0.5,0.5555555555555555,0.3999999999998636,-0.1666666666666597,1.0
-0.6797354024926474,0.5325572774932612,0.4536233851053909,-0.1044791586640065,-0.1547633775047766,3.487153804248785,0.5784585502287148,-0.2857142857142857,-0.4000000000000003,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
0.1252826053154913,0.4157083508965855,0.4536233851053909,-0.8786595192595418,-0.3062491536706906,-0.2227323573437504,0.091289019205677,-0.4285714285714285,1.5999999999999797,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
0.7300090513723229,-0.1295866398879012,-0.7870516743037783,-1.6528398798550767,1.7388088245691489,-0.7527160947141127,0.4145056903685278,0.0,-0.4000000000000003,0.1111111111111109,-0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
-0.5949966648286328,0.610456561891045,0.7637921499576833,-1.168977154482867,-0.2305062655877336,0.0422595113414307,0.7825940094524821,-0.4285714285714285,0.2000000000000001,0.1111111111111109,0.25,0.3333333333333332,-2.273736754432321e-13,-0.1666666666666597,1.0
