0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,dist_center_0,dist_center_1
-0.1251490010603884,0.0760252301528429,-1.195611537067255,-0.3236566331954051,-2.3436561632743484,1.642535204910483,3.1044164203608045,-0.5037762035001554,-0.0654521453507553,-0.4285714285714285,-0.2000000000000001,-0.4000000000000003,-0.4000000000000003,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-1.0,-0.5999999999999998,0.3333333333333333,-1.0,0.5,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,2.5902880611640207,11.743165487049865
0.093186240588272,-2.4891719720001944,-1.9753974506993492,0.0433414141757049,-0.3717854711860736,2.7257053707568546,2.04261747943701,-0.1309988830857739,-0.5240263685711634,-0.7142857142857143,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.3999999999999996,0.8454879529219206,0.3999999999999996,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,9.661911964322524,5.416871018877509
1.1536717000246233,-0.2002267762328687,-0.6757542613125257,-1.3245603987529786,0.5622585408557406,0.362425008910226,-0.2326659653996918,0.0553897771214168,-0.5903158019627672,0.5714285714285714,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-1.0,-0.5999999999999998,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.3333333333330301,-1.0,0.1999999999999999,-1.0,1.610088414939989,13.301844769652376
-0.1251490010603884,2.799080721669144,2.2701036346309413,0.9107913443256018,0.3546932048464485,-1.6069752926286311,-1.1427793433343725,0.0553897771214168,0.4903247206963576,-1.0,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.1999999999999997,2.223901085741546,2.1999999999999997,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,2.442509507787353,14.050034406526594
0.1594665818030439,-0.6738016443226603,-0.6757542613125257,1.0108817208813592,-0.7869161432046577,0.6578350541410545,1.2841896644914428,-0.0378045529821785,0.4367630705811605,-0.1428571428571428,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.801784016923932,2.8,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,4.756653148068611,8.710850587727748
0.8963480223672733,-1.6209513805022433,-1.368897295652165,-1.1577431044933828,-1.202046815223242,1.2486551446027117,1.5875607904696696,0.8941387480537752,0.0674454599336707,-0.1428571428571428,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-0.7999999999999998,-1.0,-0.7999999999999998,0.0,-1.0,0.5,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,-0.2,-1.0,4.241381311791983,11.754932946577483
-0.4175622711255588,-0.7132662166634762,-0.2425398648502511,0.8440644266217635,0.4584758728510945,0.5593650390641116,-0.4601943098833544,-0.9697478540181323,-0.5408481346632694,0.2857142857142857,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,1.1999999999999995,0.8454879529219206,1.1999999999999995,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,4.132357234352424,14.522539405425816
-0.4916402995420686,0.5496000982426344,0.0173887730271135,-0.0233855035281333,0.7698238768650326,-0.5238051267822598,-0.4601943098833544,-0.2241932131893692,0.2823580819851264,0.8571428571428571,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-1.0,-0.5999999999999998,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,6.869048290298641,6.210561076142555
0.3037237950351947,-1.660415952843059,-0.2425398648502511,-0.5572008451588389,0.4584758728510945,-0.1299250664744883,-0.6118798728724754,-0.0378045529821785,0.4903247206963576,0.4285714285714285,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.5999999999999998,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-0.4000000000000003,-1.0,-0.4000000000000003,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,-0.2,-1.0,-0.3333333333330301,-1.0,-0.2,-1.0,3.199094854036118,13.345082285069395
1.106885576814196,-1.2263056570940838,-0.8490400198974356,0.4103394615468151,0.2509105368418025,0.5593650390641116,-0.6877226543670322,-0.1309988830857739,0.0447384508152582,0.4285714285714285,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.399999999999999,3.324542715787154,3.399999999999999,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.0,-1.0,0.1999999999999999,-1.0,0.0,-1.0,0.1999999999999999,-1.0,2.5561061607310687,11.711318521413467
