PC1,PC2
-3.7013090214103324,3.5118906707086657
0.17691543776488028,4.042188381696099
-3.3913151137056783,0.4540053038452641
7.919660981165051,-2.782701348123839
9.86659994188615,2.3191556071414015
-4.609500549845601,3.0114684663605806
3.469742718999508,0.16956185616971592
-3.701362313401056,-1.4129086016979178
-3.4982969623588285,-0.07380934328843841
12.13296198376586,1.6363393318710355
-0.7272885925182242,-0.20486888044070203
-2.5144190886625797,-1.7739916960820306
4.020296447690224,-3.1194142807336855
-3.058368654936387,-0.4916747091285376
19.283937208758168,1.9064101052158726
14.075052267549005,0.7655784694033192
-2.169790760434161,-1.3208987795625067
-2.0772986057123233,0.877351191236243
-2.2876184687618486,0.9173481726190011
-6.44550577389985,1.1055670676550455
12.051491951685723,2.290854316733608
-2.21128654354247,0.6016111656263627
-0.6006488459369831,1.2764139905291245
6.824714806272708,0.02339148818330783
-2.9914536578789415,0.835346426683067
-4.817113814850739,-1.3711866733298899
-2.1890101724197244,-0.6386757393831572
-0.38114877955979387,-0.6793283465891327
0.49884902460783653,0.7452246216350538
-3.05050412470979,0.9586793678430703
-2.1675665076026216,0.6934965773095574
-3.045415749941446,-0.052573957696864695
6.835599102564388,-0.052458814302609666
-5.6886402733077235,1.4002183545634876
-3.855613551495075,0.21493213323724392
-3.034053008427116,1.3545942819714833
2.8319042694472722,-1.6870537768652096
3.6049728412088067,1.2497900887852271
-4.279735171488403,-1.6686540590774768
4.435817969732014,1.6520696552005047
-3.940090296655193,1.8071458476146975
-3.8971572353384873,0.6452487210881983
-1.4137403113050901,1.1163981791003417
16.255660341238947,0.43511483319894456
-2.221988351288357,-0.22190275974350648
-3.030904410484055,-0.09890972852986324
-2.544182763561414,-0.7334888088893685
-4.643550149448062,2.961320871751735
-3.0334680931312494,0.6909185730053047
-3.315028295145913,1.2213036479545247
5.525994208372381,-1.714567797282145
-2.322303850884285,-1.4195991638989438
-3.8401389345603136,0.6151835762531948
-1.099816805313196,-1.602888394459508
-3.80140457111312,0.6720231046632033
-5.135816574982279,-1.3414585904638903
-3.8790907365348604,1.0301799346589293
1.3301615082705553,1.097137635482398
-2.9916314870799603,-0.3399939081424326
-3.0064054111960345,-0.5611843724351039
-4.803842361721353,1.5594778721276337
2.006765394377423,-2.551546497621558
-3.8963967599507665,0.10920431900704472
-1.1261474806551242,-0.968502893545157
-3.8682285689730023,1.720373925832018
-5.262446264709114,-1.21867193646402
-4.659641247096956,0.7495711305489616
-3.004072366088165,-0.5020451187279319
-2.6258772079989603,-0.7600463881032185
-3.7425311525850145,-0.36864515197318726
-1.7790452613768672,-1.224554398975385
-1.213103503223855,-0.3917983704002925
-3.9458374475663254,2.082627562568518
1.0460785340332293,1.724724702506884
1.2283102891936135,-0.41102369428612845
2.9958441499341566,-1.7733949149262254
-3.059985027638568,1.1493847617518702
-2.1588632617140235,-0.9792459014283807
